Date,UserId,Product,Count,Price
2024-04-27,531,Steel,14,44.6
2024-04-17,566,Steel,11,44.6
2024-02-14,721,Wheat,29,94.8
2024-03-04,734,Plastic,38,87.6
2024-06-21,256,Leather,12,93.5
2024-03-23,218,Plastic,33,16.0
2024-04-12,448,Wheat,41,54.2
2024-07-12,311,Leather,5,48.0
2024-06-06,363,Leather,77,69.4
2024-04-21,517,Steel,30,40.1
2024-02-08,563,Wheat,15,42.6
2024-04-05,98,Plastic,4,92.6
2024-01-20,67,Cotton,67,32.4
2024-06-11,409,Wheat,46,53.2
2024-04-26,293,Cotton,71,69.9
2024-05-11,616,Wheat,53,79.7
2024-06-22,250,Plastic,65,56.1
2024-04-28,872,Leather,43,16.3
2024-07-15,982,Wheat,70,68.6
2024-01-07,17,Steel,100,34.0
2024-07-11,395,Cotton,25,51.5
2024-05-27,783,Wheat,74,48.7
2024-05-02,108,Steel,56,42.7
2024-01-22,73,Wheat,63,81.7
2024-03-27,501,Steel,74,14.5
2024-03-30,954,Wheat,24,67.2
2024-04-16,399,Plastic,2,46.4
2024-04-29,697,Wheat,14,31.3
2024-03-23,243,Plastic,24,62.9
2024-05-31,2,Steel,77,94.8
2024-07-16,262,Steel,54,49.6
2024-01-17,74,Plastic,9,48.6
2024-03-11,796,Wheat,88,32.1
2024-05-18,348,Cotton,45,33.2
2024-03-16,519,Leather,59,68.9
2024-04-23,617,Leather,73,53.6
2024-02-06,971,Plastic,100,27.3
2024-05-24,643,Cotton,92,61.0
2024-03-20,501,Wheat,37,33.9
2024-06-17,224,Wheat,33,32.6
2024-06-17,783,Plastic,38,56.5
2024-07-03,84,Leather,65,26.7
2024-04-22,703,Plastic,96,25.5
2024-06-11,394,Cotton,84,98.9
2024-07-14,676,Wheat,65,70.4
2024-07-12,558,Cotton,54,59.4
2024-03-30,238,Plastic,78,40.7
2024-03-26,302,Cotton,10,70.3
2024-04-09,550,Wheat,90,14.1
2024-04-28,435,Wheat,79,46.5
2024-03-15,174,Steel,83,54.2
2024-03-25,688,Cotton,45,49.7
2024-01-02,977,Cotton,34,75.9
2024-03-31,423,Steel,23,90.4
2024-01-23,982,Leather,100,10.9
2024-05-29,138,Leather,44,28.1
2024-03-26,833,Steel,10,33.4
2024-05-14,1000,Wheat,17,99.4
2024-03-06,339,Steel,60,35.8
2024-03-16,459,Cotton,46,42.3
2024-06-03,903,Plastic,88,46.5
2024-06-16,446,Plastic,21,26.3
2024-03-08,895,Steel,77,66.9
2024-06-29,222,Leather,38,95.8
2024-03-18,80,Leather,17,79.6
2024-06-26,53,Steel,4,95.2
2024-04-29,725,Wheat,87,45.5
2024-04-23,459,Leather,51,60.9
2024-03-24,960,Wheat,25,58.5
2024-03-08,205,Leather,41,75.0
2024-02-07,272,Cotton,65,15.1
2024-06-09,959,Leather,76,81.2
2024-04-29,126,Wheat,63,56.4
2024-05-04,585,Steel,3,97.9
2024-01-16,917,Plastic,68,63.4
2024-05-01,255,Cotton,95,98.7
2024-05-26,251,Steel,51,31.1
2024-06-18,601,Wheat,88,63.2
2024-07-11,166,Plastic,74,16.5
2024-06-25,653,Leather,78,77.5
2024-04-10,917,Wheat,3,16.4
2024-06-06,189,Wheat,87,16.0
2024-01-18,786,Wheat,68,67.3
2024-02-23,151,Steel,17,18.2
2024-07-09,765,Plastic,3,49.4
2024-05-07,961,Cotton,71,35.0
2024-01-11,1,Plastic,44,11.0
2024-03-24,103,Cotton,99,96.0
2024-05-19,873,Cotton,86,58.5
2024-03-22,358,Steel,45,36.3
2024-07-07,249,Steel,97,77.5
2024-01-13,357,Leather,99,70.4
2024-04-04,835,Wheat,92,72.8
2024-04-10,942,Plastic,92,16.6
2024-06-23,687,Steel,27,92.6
2024-07-06,207,Wheat,93,69.6
2024-02-09,600,Cotton,71,14.3
2024-05-28,929,Wheat,58,29.1
2024-02-12,690,Wheat,1,19.7
2024-05-06,900,Steel,10,76.6
2024-04-25,933,Plastic,32,95.1
2024-02-20,697,Plastic,41,28.8
2024-02-20,490,Plastic,6,92.7
2024-04-29,54,Steel,64,96.9
2024-05-11,696,Leather,72,49.3
2024-07-08,883,Cotton,6,97.7
2024-03-13,934,Leather,68,54.0
2024-02-15,138,Plastic,42,55.8
2024-05-16,423,Wheat,12,93.9
2024-01-31,854,Plastic,49,24.8
2024-07-08,864,Plastic,74,34.8
2024-05-14,488,Steel,60,51.3
2024-06-25,134,Plastic,23,67.1
2024-02-18,559,Wheat,87,74.3
2024-02-15,345,Steel,1,40.0
2024-02-12,866,Plastic,73,19.8
2024-01-20,760,Wheat,14,14.6
2024-06-07,713,Leather,83,56.4
2024-06-20,514,Plastic,53,43.0
2024-04-18,292,Cotton,55,21.0
2024-03-09,493,Steel,41,25.9
2024-05-02,125,Leather,85,58.0
2024-05-19,641,Cotton,70,99.2
2024-03-01,786,Cotton,94,38.2
2024-05-29,527,Wheat,86,60.2
2024-06-14,475,Leather,32,61.8
2024-06-29,852,Cotton,49,82.0
2024-03-23,306,Plastic,27,45.9
2024-02-11,21,Steel,49,17.0
2024-07-03,826,Cotton,76,72.7
2024-04-16,937,Steel,87,44.0
2024-05-04,767,Leather,22,18.2
2024-04-03,288,Steel,5,62.7
2024-02-01,895,Cotton,8,49.4
2024-07-15,213,Plastic,64,31.3
2024-05-29,949,Steel,17,48.4
2024-02-06,827,Cotton,82,79.0
2024-01-25,516,Wheat,90,47.3
2024-05-12,325,Leather,3,27.4
2024-01-31,277,Plastic,8,73.0
2024-04-10,413,Steel,20,22.6
2024-07-07,570,Plastic,40,70.1
2024-04-21,917,Steel,81,38.4
2024-04-30,719,Plastic,57,51.1
2024-06-12,266,Wheat,63,16.3
2024-02-07,929,Wheat,19,37.8
2024-01-27,878,Leather,76,96.4
2024-02-25,281,Plastic,68,52.3
2024-01-14,486,Cotton,91,61.9
2024-03-06,604,Cotton,19,83.3
2024-01-11,395,Cotton,30,23.1
2024-04-29,22,Steel,83,83.2
2024-03-19,268,Wheat,15,87.6
2024-03-20,533,Leather,78,35.9
2024-05-24,245,Steel,31,36.6
2024-06-09,44,Plastic,22,93.7
2024-05-09,289,Cotton,96,61.9
2024-01-05,272,Steel,80,66.9
2024-05-14,289,Wheat,74,12.5
2024-02-14,531,Wheat,38,44.1
2024-03-08,74,Cotton,48,12.6
2024-05-28,831,Steel,100,31.7
2024-02-21,895,Steel,39,100.0
2024-06-23,407,Leather,78,45.7
2024-03-07,987,Wheat,41,97.6
2024-01-03,28,Leather,23,56.2
2024-05-11,20,Wheat,14,39.4
2024-02-10,225,Plastic,50,81.3
2024-02-26,286,Plastic,63,34.8
2024-03-24,522,Steel,86,68.0
2024-05-22,897,Leather,69,34.8
2024-04-24,77,Plastic,6,42.6
2024-04-29,973,Steel,36,57.8
2024-05-28,263,Leather,89,15.7
2024-01-17,652,Plastic,59,42.2
2024-04-22,700,Plastic,95,50.4
2024-07-04,510,Plastic,61,94.7
2024-03-02,40,Leather,62,55.9
2024-04-19,458,Leather,12,13.3
2024-03-28,354,Wheat,72,12.6
2024-06-01,692,Cotton,51,66.7
2024-05-08,427,Leather,3,44.2
2024-01-25,11,Cotton,25,43.1
2024-03-01,780,Wheat,60,39.9
2024-07-06,1,Leather,76,75.3
2024-02-08,754,Leather,5,33.1
2024-05-14,966,Cotton,24,48.0
2024-03-01,24,Cotton,4,79.6
2024-04-08,879,Plastic,80,22.9
2024-02-07,962,Cotton,67,42.8
2024-01-03,239,Leather,65,82.6
2024-02-08,614,Steel,20,90.0
2024-02-18,99,Leather,80,74.1
2024-02-24,797,Plastic,79,25.2
2024-04-30,560,Wheat,1,76.6
2024-05-17,148,Cotton,52,46.9
2024-02-27,201,Plastic,30,91.8
2024-01-30,129,Wheat,73,74.9
2024-06-06,811,Wheat,61,93.8
2024-05-07,326,Plastic,44,30.8
2024-02-10,911,Steel,82,33.2
2024-01-04,329,Cotton,86,73.7
2024-03-07,745,Wheat,28,38.6
2024-07-01,832,Wheat,87,58.8
2024-05-06,762,Wheat,80,33.2
2024-03-22,575,Cotton,4,38.6
2024-04-24,353,Wheat,32,49.0
2024-04-04,719,Leather,59,55.1
2024-02-28,314,Steel,74,29.5
2024-03-01,901,Leather,26,77.9
2024-03-10,227,Wheat,72,51.8
2024-05-28,946,Wheat,45,53.1
2024-04-24,605,Wheat,1,29.2
2024-02-22,429,Cotton,30,63.1
2024-05-15,453,Cotton,10,41.1
2024-06-29,118,Wheat,15,90.3
2024-05-25,985,Steel,15,95.4
2024-05-08,300,Leather,91,90.5
2024-05-07,11,Steel,53,19.4
2024-05-22,492,Plastic,85,69.7
2024-07-11,459,Steel,55,23.2
2024-05-07,395,Plastic,64,46.3
2024-07-12,865,Leather,1,83.0
2024-05-13,857,Plastic,14,33.3
2024-04-19,553,Steel,35,99.1
2024-05-08,130,Cotton,19,60.1
2024-06-17,521,Steel,35,29.0
2024-05-11,840,Wheat,57,52.9
2024-01-26,858,Leather,20,29.5
2024-06-18,316,Wheat,4,69.1
2024-07-07,285,Wheat,14,99.7
2024-06-22,48,Cotton,61,40.5
2024-05-24,852,Leather,40,57.7
2024-03-08,813,Steel,61,78.4
2024-03-13,644,Steel,12,88.2
2024-04-06,958,Steel,30,55.5
2024-03-12,359,Cotton,75,59.2
2024-02-22,826,Leather,14,56.1
2024-07-11,146,Leather,36,95.8
2024-05-12,745,Plastic,89,20.2
2024-01-17,497,Steel,86,12.6
2024-01-09,133,Plastic,74,73.6
2024-01-11,743,Plastic,77,83.7
2024-03-05,833,Leather,74,97.4
2024-01-14,365,Steel,60,97.1
2024-01-03,165,Wheat,58,34.0
2024-06-16,728,Plastic,37,91.2
2024-05-08,77,Steel,87,16.8
2024-06-05,993,Steel,33,66.2
2024-01-02,214,Plastic,83,48.8
2024-02-28,660,Plastic,35,59.0
2024-07-07,599,Plastic,51,74.3
2024-03-04,977,Cotton,78,85.7
2024-05-25,430,Wheat,71,87.8
2024-05-31,177,Cotton,44,58.2
2024-06-19,210,Steel,16,88.1
2024-03-27,514,Leather,83,23.7
2024-01-15,820,Steel,65,19.9
2024-01-15,103,Wheat,64,19.3
2024-01-06,922,Leather,53,94.0
2024-01-15,778,Cotton,79,10.7
2024-06-02,923,Wheat,95,30.0
2024-06-07,801,Cotton,42,59.0
2024-06-24,787,Wheat,14,14.4
2024-05-12,128,Cotton,72,28.6
2024-06-08,358,Plastic,56,73.3
2024-07-05,55,Plastic,16,34.2
2024-07-10,244,Steel,58,85.4
2024-04-23,940,Leather,94,58.4
2024-02-06,97,Wheat,60,18.7
2024-05-24,476,Plastic,43,58.4
2024-01-09,702,Cotton,50,66.2
2024-03-08,325,Steel,81,27.1
2024-04-27,465,Plastic,98,42.4
2024-03-19,994,Plastic,33,34.3
2024-06-01,536,Leather,15,46.6
2024-06-24,385,Cotton,24,85.4
2024-05-23,827,Plastic,30,94.9
2024-05-10,557,Steel,61,39.4
2024-06-28,413,Wheat,5,89.0
2024-01-27,823,Steel,1,53.6
2024-02-13,658,Cotton,17,24.8
2024-04-30,116,Plastic,98,25.7
2024-05-17,724,Plastic,6,31.2
2024-07-07,570,Steel,64,35.7
2024-03-27,883,Steel,75,87.3
2024-03-10,479,Cotton,65,77.6
2024-01-09,10,Wheat,53,85.1
